id,naslov,zbirka,id_avtorja,avtor,ocena,stevilo_ocen,glasovi,format,stevilo_strani,leto,jezik,zanr
24770,Uglies,Uglies,13957,Scott Westerfeld,3.85,606364,687,Paperback,425,2005,English,Young Adult
480204,The Phantom of the Opera,,9057,Gaston Leroux,3.96,212841,736,Paperback,360,1987,English,Classics
24337,Ella Enchanted,Ella Enchanted,13677,Gail Carson Levine,3.98,408112,711,Paperback,232,1998,English,Fantasy
29044,The Secret History,,8719,Donna Tartt,4.11,398522,648,Paperback,559,2004,English,Fiction
5203,She's Come Undone,,3505,Wally Lamb,3.89,326384,685,Mass Market Paperback,465,1998,English,Fiction
6068551,Shiver,The Wolves of Mercy Falls,1330292,Maggie Stiefvater,3.76,465130,658,Hardcover,392,2009,English,Young Adult
11566,The Green Mile,,3389,Stephen King,4.45,271616,724,Paperback,592,1996,English,Horror
10572,A Clash of Kings ,A Song of Ice and Fire,346732,George R.R. Martin,4.4,837973,684,Paperback,969,2002,English,Fantasy
11275,The Wind-Up Bird Chronicle,,3354,Haruki Murakami,4.15,239638,621,Paperback,607,1997,English,Fiction
12691,Marley and Me: Life and Love With the World's Worst Dog,,8002,John Grogan,4.12,462524,695,Hardcover,291,2005,English,Nonfiction
40495148,Blindness,,1285555,José Saramago,4.15,230733,635,Kindle Edition,349,2013,English,Fiction
23437156,Six of Crows,Six of Crows,4575289,Leigh Bardugo,4.47,553377,591,Hardcover,465,2015,English,Fantasy
40874325,The Shack,,15481463,William Paul Young,3.78,581271,643,Kindle Edition,294,2008,English,Fiction
10975,The Sound and the Fury,,3535,William Faulkner,3.86,165505,670,Paperback,366,1990,English,Classics
6294,Howl’s Moving Castle,Howl’s Moving Castle,4260,Diana Wynne Jones,4.25,260524,637,Mass Market Paperback,329,2001,English,Fantasy
30183,Marked,House of Night,17015,P.C. Cast,3.8,465393,629,Paperback,306,2007,English,Young Adult
10614,Misery,,3389,Stephen King,4.18,566997,691,Paperback,370,1988,English,Horror
39832183,The Guernsey Literary and Potato Peel Pie Society,,1194527,Mary Ann Shaffer,4.17,669992,649,Paperback,291,2018,English,Historical
9328,The House of the Spirits,,2238,Isabel Allende,4.25,212814,663,Paperback,448,2005,English,Fiction
46170,For Whom the Bell Tolls,,1455,Ernest Hemingway,3.97,263335,717,Paperback,471,1995,English,Classics
24812,The Complete Calvin and Hobbes,,13778,Bill Watterson,4.77,38132,656,Hardcover,1456,2005,English,Sequential Art
7745,Fear and Loathing in Las Vegas,,5237,Hunter S. Thompson,4.07,320669,632,Paperback,204,1998,English,Fiction
19288043,Gone Girl,,2383,Gillian Flynn,4.09,2574728,627,Paperback,415,2014,English,Fiction
546018,Roots: The Saga of an American Family,,17434,Alex Haley,4.42,155256,673,Mass Market Paperback,888,1980,English,Historical
41044096,Island of the Blue Dolphins,,4999,Scott O';Dell,3.84,314958,657,Kindle Edition,194,2010,English,Young Adult
350,Stranger in a Strange Land,,205,Robert A. Heinlein,3.92,290267,632,Paperback,525,1991,English,Science Fiction
6892870,The Girl Who Kicked the Hornet's Nest,Millennium,706255,Stieg Larsson,4.22,690246,646,Hardcover,566,2010,English,Fiction
6442769,Paper Towns,,1406384,John Green,3.76,1074078,591,Paperback,305,2009,English,Young Adult
39280444,Speak,,10003,Laurie Halse Anderson,4.03,519256,616,Hardcover,224,2019,English,Young Adult
17927395,A Court of Mist and Fury,A Court of Thorns and Roses,3433047,Sarah J. Maas,4.59,547087,536,Kindle Edition,626,2016,English,Fantasy
11505797,Beautiful Disaster,Beautiful,4464118,Jamie McGuire,4.06,602225,556,Kindle Edition,319,2011,English,Romance
2184798,Blood River: A Journey to Africa's Broken Heart,,534082,Tim Butcher,3.86,13377,496,Paperback,363,2008,English,Travel
32234,White Oleander,,3540,Janet Fitch,3.97,336476,611,Paperback,446,2001,English,Fiction
4502877,Midnight Sun [2008 Draft],,941441,Stephenie Meyer,4.0,154467,573,ebook,264,2008,English,Young Adult
11614718,Delirium,Delirium,2936493,Lauren Oliver,3.96,447104,561,Paperback,441,2012,English,Young Adult
12505,The Idiot,,3137322,Fyodor Dostoevsky,4.18,148988,621,Paperback,667,2003,English,Classics
6801755,Flow Down Like Silver: Hypatia of Alexandria,,286014,Ki Longfellow,3.78,7428,503,Paperback,301,2009,English,Historical
12996,Othello,,947,William Shakespeare,3.89,340670,701,Paperback,314,2004,English,Classics
11297,Norwegian Wood,,3354,Haruki Murakami,4.03,422806,557,Paperback,296,2000,English,Fiction
12938,King Lear,,947,William Shakespeare,3.9,196252,665,Mass Market Paperback,338,2004,English,Classics
28194,Inkheart,Inkworld,15873,Cornelia Funke,3.89,404504,612,Paperback,563,2005,English,Fantasy
43814,The Vampire Lestat,The Vampire Chronicles,7577,Anne Rice,4.06,187341,611,Paperback,481,2004,English,Horror
43545,The Once and Future King,The Once and Future King,426944,T.H. White,4.04,109002,593,Mass Market Paperback,639,1987,English,Fantasy
1845,Into the Wild,,1235,Jon Krakauer,3.99,953077,602,Paperback,207,1997,English,Nonfiction
14497,Neverwhere,London Below,1221698,Neil Gaiman,4.16,469347,579,Paperback,370,2003,English,Fantasy
227711,I Know This Much Is True,,3505,Wally Lamb,4.19,297271,562,Paperback,897,1999,English,Fiction
46787,Uncle Tom's Cabin,,26242,Harriet Beecher Stowe,3.88,210757,653,Paperback,438,1999,English,Classics
188572,The Complete Sherlock Holmes,,2448,Arthur Conan Doyle,4.46,187502,606,Paperback,1796,1986,English,Classics
4929,Kafka on the Shore,,3354,Haruki Murakami,4.13,359216,518,Paperback,467,2006,English,Fiction
19380,Candide,,5754446,Voltaire,3.77,238422,597,Paperback,129,1991,English,Classics
28881,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",,16218,Christopher Moore,4.2,166397,507,Paperback,444,2004,English,Fiction
30236962,The Historian,,5918,Elizabeth Kostova,3.79,259053,548,Kindle Edition,704,2005,English,Fiction
15997,Paradise Lost,,9876,John Milton,3.81,151326,609,Paperback,453,2003,English,Classics
16981,Invisible Man,,7508,Ralph Ellison,3.89,166759,567,Paperback,581,1995,English,Classics
2493,The Time Machine,,880695,H.G. Wells,3.9,457116,624,Paperback,118,1895,English,Classics
133518,The Things They Carried,,2330,Tim O';Brien,4.13,274690,545,Paperback,246,1998,English,Fiction
3236307,Graceling,Graceling Realm,1373880,Kristin Cashore,4.06,427548,530,Hardcover,471,2008,English,Fantasy
6689,James and the Giant Peach,,4273,Roald Dahl,4.01,417911,629,Hardcover,146,2002,English,Childrens
569564,The Complete Works,,947,William Shakespeare,4.46,54105,579,Leather Bound,1248,1990,English,Classics
32085,All Creatures Great and Small,All Creatures Great and Small,18062,James Herriot,4.29,132903,591,Paperback,437,1998,English,Nonfiction
27494,Leaves of Grass,,1438,Walt Whitman,4.11,93211,601,Paperback,624,2006,English,Poetry
39662,Different Seasons,,3389,Stephen King,4.32,190427,594,Mass Market Paperback,560,1995,English,Horror
40440,The Thirteenth Tale,,22665,Diane Setterfield,3.96,296334,537,Hardcover,406,2006,English,Fiction
29579,Foundation,Foundation,16667,Isaac Asimov,4.17,454948,540,Hardcover,244,2004,English,Science Fiction
93,Heidi,,49,Johanna Spyri,4.0,182499,607,Paperback,352,2002,English,Classics
4687,The Cider House Rules,,3075,John Irving,4.14,168857,578,Hardcover,973,2000,English,Fiction
8755776,City of Lost Souls,The Mortal Instruments,150038,Cassandra Clare,4.23,477689,536,Hardcover,535,2012,English,Fantasy
10959,Sophie's World,,1388082,Jostein Gaarder,3.94,225906,518,Paperback,403,1995,English,Philosophy
37732,"Are You There God? It's Me, Margaret",,12942,Judy Blume,3.9,203976,569,Hardcover,149,2001,English,Young Adult
7260188,Mockingjay,The Hunger Games,153394,Suzanne Collins,4.05,2613013,541,Hardcover,398,2010,English,Young Adult
6334,Never Let Me Go,,4280,Kazuo Ishiguro,3.83,547085,512,Paperback,288,2010,English,Fiction
1215032,The Wise Man's Fear,The Kingkiller Chronicle,108424,Patrick Rothfuss,4.53,475962,464,Hardcover,994,2011,English,Fantasy
16902,Walden,,10264,Henry David Thoreau,3.77,176838,557,Paperback,352,2004,English,Classics
16068905,Fangirl,,4208569,Rainbow Rowell,4.0,656984,474,Kindle Edition,483,2013,English,Young Adult
9520360,The Son of Neptune,The Heroes of Olympus,15872,Rick Riordan,4.41,475488,515,Hardcover,544,2011,English,Fantasy
33,The Lord of the Rings,,656983,J.R.R. Tolkien,4.5,608639,489,Paperback,1216,2005,English,Classics
25036229,Una Historia de Ayer,,13552262,Sergio Cobo,4.45,23181,408,Kindle Edition,75,2014,Spanish,Thriller
9969571,Ready Player One,Ready Player One,31712,Ernest Cline,4.24,984168,453,Hardcover,374,2011,English,Science Fiction
58345,The Awakening,,5132,Kate Chopin,3.66,180698,509,Paperback,195,2006,English,Classics
7235533,The Way of Kings,The Stormlight Archive,38550,Brandon Sanderson,4.6,365228,421,Hardcover,1007,2010,English,Fantasy
228560,Sophie's Choice,,7565,William Styron,4.18,85502,534,Paperback,562,1992,English,Fiction
40937505,زندگی مه آلود پریا,,18235662,سید مرتضی مصطفوی,3.9,947,393,ebook,204,2015,Persian,Fiction
12127750,The Mark of Athena,The Heroes of Olympus,15872,Rick Riordan,4.44,497686,475,Hardcover,592,2012,English,Fantasy
16735,The Prince of Tides,,6942,Pat Conroy,4.23,200894,509,Paperback,679,2002,English,Fiction
9375,Fried Green Tomatoes at the Whistle Stop Cafe,,6125,Fannie Flagg,4.27,281712,534,Hardcover,416,2002,English,Fiction
301082,Dead Until Dark,Sookie Stackhouse,17061,Charlaine Harris,3.96,522888,484,Mass Market Paperback,292,2001,English,Fantasy
14942,Mrs. Dalloway,,6765,Virginia Woolf,3.79,247773,503,Hardcover,194,2002,English,Classics
11857408,Fifty Shades Darker,Fifty Shades,4725841,E.L. James,3.84,804502,450,Paperback,532,2011,English,Romance
9275658,Legend,Legend,4342215,Marie Lu,4.16,467262,433,Hardcover,305,2011,English,Young Adult
17347634,Me Before You,Me Before You,281810,Jojo Moyes,4.25,1309259,438,Paperback,369,2013,English,Romance
19089,Middlemarch,,173,George Eliot,3.99,143695,467,Paperback,904,2004,English,Classics
44186,The Monster at the End of this Book,,24824,Jon Stone,4.44,123045,462,Hardcover,32,2004,English,Childrens
11387515,Wonder,Wonder,4859212,R.J. Palacio,4.4,877822,431,Hardcover,315,2012,English,Young Adult
37781,Things Fall Apart,The African Trilogy,8051,Chinua Achebe,3.71,315781,480,Paperback,209,1994,English,Fiction
227443,Bridget Jones's Diary,Bridget Jones,3090,Helen Fielding,3.79,914925,509,Paperback,288,1999,English,Fiction
15745753,Eleanor & Park,,4208569,Rainbow Rowell,4.0,982523,429,Hardcover,328,2013,English,Young Adult
36402034,Do Androids Dream of Electric Sheep?,,4764,Philip K. Dick,4.08,386430,469,Kindle Edition,258,2008,English,Science Fiction
65605,The Magician's Nephew,Chronicles of Narnia,1069006,C.S. Lewis,4.04,458968,507,Paperback,221,2005,English,Fantasy
32542,A Time to Kill,Jake Brigance,721,John Grisham,4.08,754382,490,Paperback,738,2004,English,Fiction
5113,Franny and Zooey,,819789,J.D. Salinger,3.97,195810,463,Paperback,201,2001,English,Fiction
16793,Stardust,,1221698,Neil Gaiman,4.08,395172,468,Paperback,248,2006,English,Fantasy
122,The Power of One,The Power of One,63,Bryce Courtenay,4.31,84812,411,Paperback,544,1996,English,Fiction
68428,The Final Empire,Mistborn,38550,Brandon Sanderson,4.44,477888,395,Hardcover,541,2006,English,Fantasy
47281,Number the Stars,,2493,Lois Lowry,4.15,495775,471,Mass Market Paperback,137,1998,English,Historical
8921,The Hound of the Baskervilles,Sherlock Holmes,2448,Arthur Conan Doyle,4.12,288994,491,Mass Market Paperback,256,2001,English,Classics
43615,The Gunslinger,The Dark Tower,3389,Stephen King,3.94,551578,437,Paperback,231,2003,English,Fantasy
3685,Black Beauty,,2530,Anna Sewell,3.97,256258,512,Mass Market Paperback,245,2003,English,Classics
3153910,The Art of Racing in the Rain,,194531,Garth Stein,4.21,475169,418,Hardcover,321,2008,English,Fiction
21,A Short History of Nearly Everything,,7,Bill Bryson,4.18,340358,423,Paperback,544,2004,English,Nonfiction
4374400,If I Stay,,295178,Gayle Forman,3.93,775144,423,Hardcover,201,2009,English,Young Adult
5805,V for Vendetta,,3961,Alan Moore,4.25,286246,456,Hardcover,296,2005,English,Sequential Art
18710190,Allegiant,Divergent,4039811,Veronica Roth,3.62,915309,430,Paperback,526,2013,English,Young Adult
2213661,The Graveyard Book,,1221698,Neil Gaiman,4.13,483903,446,Hardcover,312,2008,English,Fantasy
28676,American Psycho,,2751,Bret Easton Ellis,3.82,268611,415,Paperback,399,1991,English,Fiction
6327,The Witches,,4273,Roald Dahl,4.15,353309,461,Paperback,208,1997,English,Fantasy
7588,A Portrait of the Artist as a Young Man,,5144,James Joyce,3.62,135460,451,Paperback,329,2003,English,Classics
7733,Gulliver's Travels: Travels into Several Remote Nations of the World.,,1831,Jonathan Swift,3.58,246874,524,Paperback,306,2003,English,Classics
43035,White Fang,,1240,Jack London,3.99,167438,485,Mass Market Paperback,252,2001,English,Classics
5826,Bel Canto,,7136914,Ann Patchett,3.92,257221,412,Paperback,318,2005,English,Fiction
14905,The Complete Novels,,1265,Jane Austen,4.57,30839,456,Paperback,1344,1996,English,Classics
310259,Love You Forever,,6039100,Robert Munsch,4.35,217514,432,Paperback,32,1995,English,Childrens
13536860,Fifty Shades Freed,Fifty Shades,4725841,E.L. James,3.84,768001,402,Paperback,579,2012,English,Romance
646462,القرآن الكريم,,5158478,Anonymous,4.36,61188,380,Hardcover,604,2380,Arabic,Religion
52357,Beowulf,,4699102,Unknown,3.46,262815,483,Paperback,245,2001,English,Classics
4406,East of Eden,,585,John Steinbeck,4.38,463414,399,Paperback,601,2002,English,Classics
18007564,The Martian,,6540057,Andy Weir,4.4,920794,391,Hardcover,384,2014,English,Science Fiction
15195,The Complete Maus,,5117,Art Spiegelman,4.51,165000,424,Paperback,296,2003,English,Sequential Art
84981,Tuck Everlasting,,1954,Natalie Babbitt,3.88,256778,449,Paperback,148,1985,English,Fantasy
45978,Eldest,The Inheritance Cycle,8349,Christopher Paolini,3.99,394313,419,Paperback,704,2007,English,Fantasy
13623848,The Song of Achilles,,176372,Madeline Miller,4.41,535427,349,Paperback,378,2012,English,Historical
10920,Cold Mountain,,7130,Charles Frazier,3.87,231402,442,Paperback,449,2006,English,Historical
16631,Steppenwolf,,1113469,Hermann Hesse,4.13,150529,408,Paperback,256,1999,English,Fiction
228665,The Eye of the World,The Wheel of Time,6252,Robert Jordan,4.17,437427,378,Mass Market Paperback,814,1990,English,Fantasy
6304335,Beautiful Creatures,Caster Chronicles,2895706,Kami Garcia,3.76,577755,399,Hardcover,563,2009,English,Young Adult
42899,Dark Lover,Black Dagger Brotherhood,20248,J.R. Ward,4.16,316260,377,Mass Market Paperback,393,2005,English,Romance
46799,Go Ask Alice,,69007,Beatrice Sparks,3.75,252752,428,Paperback,213,2006,English,Young Adult
391729,The Tell-Tale Heart and Other Writings,,4624490,Edgar Allan Poe,4.18,229104,465,Mass Market Paperback,448,2004,English,Classics
5148,A Separate Peace,,3496,John Knowles,3.59,199731,430,Paperback,208,2003,English,Classics
77013,As I Lay Dying,,3535,William Faulkner,3.72,145339,422,Paperback,288,1991,English,Classics
10429045,Shatter Me,Shatter Me,4637539,Tahereh Mafi,3.92,369226,360,Hardcover,338,2011,English,Young Adult
2248573,Brisingr,The Inheritance Cycle,8349,Christopher Paolini,4.05,335126,404,Hardcover,748,2008,English,Fantasy
60748,A Child Called 'It',Dave Pelzer,1881,Dave Pelzer,4.11,401073,403,Paperback,184,1995,English,Nonfiction
45032,Mansfield Park,,1265,Jane Austen,3.86,305514,436,Paperback,488,2003,English,Classics
3985,The Amazing Adventures of Kavalier & Clay,,2715,Michael Chabon,4.17,191870,377,Paperback,639,2001,English,Fiction
30597,The Hunchback of Notre-Dame,,13661,Victor Hugo,4.0,184286,437,Paperback,510,2001,English,Classics
67896,Tao Te Ching,,2622245,Lao Tzu,4.26,135879,389,Paperback,160,1989,English,Philosophy
12578077,Obsidian,Lux,4476934,Jennifer L. Armentrout,4.14,262514,344,Paperback,335,2012,English,Young Adult
49628,Cloud Atlas,,6538289,David Mitchell,3.99,236102,365,Paperback,509,2004,English,Fiction
11590,'Salem's Lot,,3389,Stephen King,4.04,368217,410,Paperback,483,1991,English,Horror
76778,The Martian Chronicles,,1630,Ray Bradbury,4.15,229660,404,Paperback,182,1984,English,Science Fiction
22232,Stargirl,Stargirl,12696,Jerry Spinelli,3.76,315604,363,Paperback,186,2002,English,Young Adult
5526,Dear John,,2345,Nicholas Sparks,4.03,567991,384,Hardcover,276,2006,English,Romance
15645,Inferno,,5031312,Dante Alighieri,4.0,156547,409,Paperback,490,2003,English,Classics
1420,Hamlet,,947,William Shakespeare,4.03,798076,380,Paperback,289,2005,English,Classics
6400090,The Last Song,,2345,Nicholas Sparks,4.15,527734,364,Hardcover,390,2009,English,Romance
2932,Robinson Crusoe,Robinson Crusoe,2007,Daniel Defoe,3.68,266406,441,Paperback,320,2001,English,Classics
11713,The English Patient,,4030,Michael Ondaatje,3.87,121505,403,Hardcover,320,2006,English,Fiction
14836,Midnight's Children,,3299,Salman Rushdie,3.98,110399,358,Paperback,647,1995,English,Fiction
18122,The Amber Spyglass,,3618,Philip Pullman,4.08,331051,375,Mass Market Paperback,465,2003,English,Fantasy
5358,The Firm,,608211,Robin Waterfield,4.03,598000,428,Paperback,76,2000,English,Fiction
862041,Harry Potter Series Box Set,Harry Potter,1077326,J.K. Rowling,4.72,267904,353,Hardcover,4100,2007,English,Fantasy
629,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Phaedrus,401,Robert M. Pirsig,3.76,218775,369,Mass Market Paperback,540,2006,English,Philosophy
7791997,Crescendo,"Hush, Hush",2876763,Becca Fitzpatrick,4.0,303154,360,Hardcover,432,2010,English,Young Adult
6319,The BFG,,4273,Roald Dahl,4.2,420485,391,Paperback,199,2001,English,Fantasy
130440,Doctor Zhivago,,7902,Boris Pasternak,3.99,91132,434,Paperback,592,1997,English,Classics
31685789,Room,,23613,Emma Donoghue,4.06,767465,358,Kindle Edition,321,2010,English,Fiction
17150,My Ántonia,Great Plains Trilogy,881203,Willa Cather,3.81,126226,391,Paperback,232,2000,English,Classics
8755785,City of Heavenly Fire,The Mortal Instruments,150038,Cassandra Clare,4.39,337335,353,Hardcover,725,2014,English,Fantasy
10644930,11/22/63,,3389,Stephen King,4.29,471363,338,Hardcover,849,2011,English,Fiction
6952,Like Water for Chocolate,,4694,Laura Esquivel,3.95,337933,396,Paperback,222,1993,English,Fiction
51496,Dr. Jekyll and Mr. Hyde,,854076,Robert Louis Stevenson,3.83,439151,405,Paperback,139,2003,English,Classics
16096824,A Court of Thorns and Roses,A Court of Thorns and Roses,3433047,Sarah J. Maas,4.18,770307,320,Hardcover,419,2015,English,Fantasy
18143977,All the Light We Cannot See,,28186,Anthony Doerr,4.32,1204217,323,Hardcover,531,2014,English,Historical
4980,Breakfast of Champions,,2778055,Kurt Vonnegut Jr.,4.07,237986,349,Paperback,303,1999,English,Fiction
5364,Dragonfly in Amber,Outlander,3617,Diana Gabaldon,4.32,313594,348,Paperback,947,2001,English,Historical
251688,Breakfast at Tiffany's and Three Stories,,431149,Truman Capote,3.87,225735,386,Paperback,142,1993,English,Classics
11989,The Plague,,957894,Albert Camus,4.01,201504,367,Paperback,308,1991,English,Fiction
41637836,The Subtle Knife,His dark materials,3618,Philip Pullman,4.13,403389,361,Kindle Edition,370,2018,English,Fantasy
5211,A Fine Balance,,3539,Rohinton Mistry,4.34,139269,322,Paperback,603,2001,English,Fiction
22463,The Origin of Species,,12793,Charles Darwin,3.98,108586,368,Hardcover,703,2004,English,Science
8490112,Daughter of Smoke & Bone,Daughter of Smoke & Bone,324620,Laini Taylor,3.98,351506,316,Hardcover,418,2011,English,Fantasy
386187,Midnight in the Garden of Good and Evil,,4952,John Berendt,3.91,248271,377,Paperback,386,1999,English,Nonfiction
12898,Death of a Salesman,,8120,Arthur  Miller,3.54,203782,412,Hardcover,117,1994,English,Plays
3975774,Evermore,The Immortals,200317,Alyson Noel,3.59,284610,320,Paperback,301,2009,English,Young Adult
12220,A Streetcar Named Desire,,7751,Tennessee Williams,3.98,277102,399,Paperback,107,1952,English,Plays
28862,The Prince,,16201,Niccolò Machiavelli,3.82,287773,365,Paperback,140,2003,English,Classics
28921,The Remains of the Day,,4280,Kazuo Ishiguro,4.13,231586,361,Paperback,258,2005,English,Fiction
6759,Infinite Jest,,4339,David Foster Wallace,4.26,81065,282,Paperback,1088,2005,English,Fiction
12127810,The House of Hades,The Heroes of Olympus,15872,Rick Riordan,4.51,318163,319,Hardcover,608,2013,English,Fantasy
15717943,Hopeless,Hopeless,5430144,Colleen Hoover,4.27,306799,289,ebook,410,2012,English,Romance
22299763,Crooked Kingdom,Six of Crows,4575289,Leigh Bardugo,4.59,366771,279,Kindle Edition,561,2016,English,Fantasy
13497,A Feast for Crows,A Song of Ice and Fire,346732,George R.R. Martin,4.14,667627,335,Mass Market Paperback,1061,2011,English,Fantasy
9460487,Miss Peregrine's Home for Peculiar Children,Miss Peregrine's Peculiar Children,3046613,Ransom Riggs,3.91,1092845,319,Hardcover,352,2011,English,Fantasy
7735333,Matched,Matched,1304470,Ally Condie,3.65,711631,318,Hardcover,369,2010,English,Young Adult
14706,"Faust, First Part",,285217,Johann Wolfgang von Goethe,3.9,65175,341,Paperback,327,1988,English,Classics
40873273,Snow Flower and the Secret Fan,,713,Lisa See,4.07,356441,322,Kindle Edition,288,2005,English,Historical
656,War and Peace,,128382,Leo Tolstoy,4.13,288709,303,Paperback,1392,1998,English,Classics
6936382,Anna and the French Kiss,Anna and the French Kiss,3095893,Stephanie Perkins,4.0,404080,290,Hardcover,372,2010,English,Young Adult
11324204,Houdini Heart,,286014,Ki Longfellow,3.75,10436,259,Paperback,254,2011,English,Horror
18114322,The Grapes of Wrath,,585,John Steinbeck,3.98,805485,334,Hardcover,479,2014,English,Classics
43448,Flowers in the Attic,Dollanganger,1353301,V.C. Andrews,3.82,179859,334,Paperback,389,1979,English,Fiction
8664353,"Unbroken: A World War II Story of Survival, Resilience and Redemption",,30913,Laura Hillenbrand,4.35,845954,298,Hardcover,492,2010,English,Nonfiction
136116,The Scarlet Pimpernel,,2893961,Emmuska Orczy,4.05,131361,320,Paperback,182,2005,English,Classics
13152,The Angel Experiment,Maximum Ride,3780,James Patterson,4.06,218662,304,Mass Market Paperback,445,2006,English,Young Adult
30528544,العصبي,,15342319,أحمد جمال الدين رمضان,4.55,2255,254,Paperback,165,2016,Arabic,Short Stories
30528535,انتحار فاشل,,15342319,أحمد جمال الدين رمضان,4.54,2614,253,Paperback,175,2016,Arabic,Short Stories
187181,The Chosen,Reuven Malther,7385,Chaim Potok,4.04,90584,332,Mass Market Paperback,304,1987,English,Fiction
394535,"Blood Meridian, or the Evening Redness in the West",,4178,Cormac McCarthy,4.16,120180,284,Paperback,351,1992,English,Fiction
249747,Artemis Fowl,Artemis Fowl,10896,Eoin Colfer,3.85,535154,318,Paperback,396,2003,English,Fantasy
20613470,Heir of Fire,Throne of Glass,3433047,Sarah J. Maas,4.44,380958,283,Hardcover,565,2014,English,Fantasy
7354,The Shipping News,,1262010,Annie Proulx,3.87,135398,334,Paperback,337,2002,English,Fiction
19302,Pippi Longstocking,Pippi Långstrump,410653,Astrid Lindgren,4.13,181963,353,Mass Market Paperback,160,2005,English,Classics
14201,Jonathan Strange & Mr Norrell,,8842,Susanna Clarke,3.83,221512,299,Paperback,1006,2006,English,Fantasy
12000020,Aristotle and Dante Discover the Secrets of the Universe,Aristotle and Dante,4841310,Benjamin Alire Sáenz,4.34,358217,262,Hardcover,359,2012,English,Young Adult
285092,High Fidelity,,2929,Nick Hornby,3.92,183831,299,Paperback,340,1996,English,Fiction
33600,Shantaram,,18907,Gregory David Roberts,4.23,190453,271,Paperback,936,2004,English,Fiction
3950967,The Tales of Beedle the Bard,,1077326,J.K. Rowling,4.04,449938,342,Hardcover,109,2008,English,Fantasy
10956,The Virgin Suicides,,1467,Jeffrey Eugenides,3.83,251170,310,Paperback,250,2002,English,Fiction
1656001,The Host,The Host,941441,Stephenie Meyer,3.85,952833,295,Hardcover,624,2008,English,Young Adult
18635016,The One,The Selection,2987125,Kiera Cass,4.18,492022,278,Hardcover,323,2014,English,Young Adult
397483,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",,5869,Erik Larson,3.98,588223,300,Hardcover,447,2003,English,Nonfiction
14866,Nineteen Minutes,,7128,Jodi Picoult,4.12,320817,293,Hardcover,440,2007,English,Fiction
101299,The Reader,,2894,Bernhard Schlink,3.77,183677,327,Hardcover,216,1997,English,Fiction
17167166,Crown of Midnight,Throne of Glass,3433047,Sarah J. Maas,4.36,452573,272,Hardcover,420,2013,English,Fantasy
6411961,The Lost Symbol,Robert Langdon,630,Dan Brown,3.73,565408,294,Hardcover,509,2009,English,Fiction
50398,Northanger Abbey,,1265,Jane Austen,3.84,333064,332,Paperback,260,2005,English,Classics
17716,Waiting for Godot,,1433597,Samuel Beckett,3.83,176982,301,Paperback,109,2011,English,Plays
11422,Redeeming Love,,6492,Francine Rivers,4.49,237089,256,Paperback,479,2007,English,Christian Fiction
11012,Dubliners,,5144,James Joyce,3.85,132300,314,Paperback,207,2001,English,Classics
9293020,The Elephant Tree,,4346642,R.D. Ronald,4.19,97654,249,Paperback,252,2010,English,Thriller
676924,Betrayed,House of Night,17015,P.C. Cast,3.91,258143,289,Paperback,310,2007,English,Young Adult
53835,The Age of Innocence,,16,Edith Wharton,3.96,149184,310,Paperback,293,2004,English,Classics
6088007,Neuromancer,Sprawl,9226,William Gibson,3.9,283776,274,Kindle Edition,292,2000,English,Science Fiction
22328546,Red Queen,Red Queen,7074943,Victoria Aveyard,4.03,718028,248,Hardcover,383,2015,English,Fantasy
42900,Lover Awakened,Black Dagger Brotherhood,20248,J.R. Ward,4.43,170688,266,Mass Market Paperback,434,2006,English,Romance
10664113,A Dance with Dragons,A Song of Ice and Fire,346732,George R.R. Martin,4.31,594459,286,Kindle Edition,1125,2011,English,Fantasy
140225,The Voyage of the Dawn Treader,Chronicles of Narnia,1069006,C.S. Lewis,4.08,426980,313,Hardcover,248,2006,English,Fantasy
13214,I Know Why the Caged Bird Sings,Maya Angelou's Autobiography,3503,Maya Angelou,4.25,458459,309,Paperback,289,1993,English,Nonfiction
10592,Carrie,,3389,Stephen King,3.97,579411,310,Mass Market Paperback,253,2005,English,Horror
137791,Divine Secrets of the Ya-Ya Sisterhood,,3489,Rebecca Wells,3.84,534665,315,Paperback,383,2004,English,Fiction
17061,Coraline,,1221698,Neil Gaiman,4.06,555183,284,Paperback,162,2006,English,Fantasy
34080,The Waste Land,,18540,T.S. Eliot,4.09,47198,295,Paperback,320,2000,English,Poetry
2866718,Untamed,House of Night,17015,P.C. Cast,3.93,230457,274,Paperback,338,2008,English,Young Adult
5308,The Pearl,,585,John Steinbeck,3.5,201567,328,Paperback,96,2002,English,Classics
41804,"I, Robot",Robot,16667,Isaac Asimov,4.21,301111,290,Hardcover,224,2004,English,Science Fiction
256566,Everything Is Illuminated,,2617,Jonathan Safran Foer,3.88,173981,258,Paperback,276,2003,English,Fiction
59716,To the Lighthouse,,6765,Virginia Woolf,3.78,149370,282,Paperback,209,1989,English,Classics
10987,Voyager,Outlander,3617,Diana Gabaldon,4.36,279651,264,Paperback,870,2001,English,Historical
41681,The Jungle,,23510,Upton Sinclair,3.75,133809,287,Paperback,335,2003,English,Classics
690926,The Twilight Collection,Twilight,941441,Stephenie Meyer,3.8,44652,264,Hardcover,1690,2007,English,Young Adult
